panel_id,split_id,seed,canonical_structure_group_id,canonical_smiles,source_domain,target_quantile_bin,assignment
seed41_independent_panel,1,41,E00_133_00072,CC(C)(C)c1ccc(-c2sc3c(-c4ccc(C(C)(C)C)cc4)c4n(c3c2-c2ccc(C(C)(C)C)cc2)[B-](F)(F)[N+]2=Cc3c(-c5ccc(C(C)(C)C)cc5)c5sc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)c5n3[B-](F)(F)[N+]2=C4)cc1,general_only,0,test
seed41_independent_panel,1,41,E00_133_00073,CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,general_only,6,train
seed41_independent_panel,1,41,E00_133_00074,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)s5)ccc(c34)C2=O)c1,general_only,2,train
seed41_independent_panel,1,41,E00_133_00075,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,general_only,5,train
seed41_independent_panel,1,41,E00_133_00076,CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccccc6)s5)ccc(c34)C2=O)c1,general_only,5,test
seed41_independent_panel,1,41,E00_133_00077,CC(C)(C)c1ccc(C2=C(Br)C3=C(c4ccccc4)c4c(Br)c(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(C(C)(C)C)cc2)cc1,general_only,1,test
seed41_independent_panel,1,41,E00_133_00078,CC(C)(C)c1ccc(C2=C(c3ccc(C(C)(C)C)cc3)C(c3ccc(C(C)(C)C)cc3)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)n2[B-]3(F)F)cc1,general_only,0,train
seed41_independent_panel,1,41,E00_133_00079,CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,general_only,0,train
seed41_independent_panel,1,41,E00_133_00080,CC(C)(C)c1ccc(C2=CC3=C(c4ccccc4)c4cc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)n4[B-](F)(F)[N+]3=C2c2ccc(C(C)(C)C)cc2)cc1,general_only,0,train
seed41_independent_panel,1,41,E00_133_00081,CC(C)(C)c1ccc(C2=c3c(c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)ccc34)=[N+]3C2=C(c2ccccc2)c2c(-c4ccc(C(C)(C)C)cc4)c4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc5c4n2[B-]3(F)F)cc1,general_only,0,train
seed41_independent_panel,1,41,E00_133_00082,CC(C)(C)c1ccc(C2=c3sc4ccccc4c3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc5ccccc5c4n2[B-]3(F)F)cc1,general_only,0,train
seed41_independent_panel,1,41,E00_133_00083,CC(C)(C)c1ccc(N(c2cc(-n3c4ccccc4c4ccccc43)cc(-n3c4ccccc4c4ccccc43)c2)c2cc3c4c(c2)-n2c5ccccc5c5cccc(c52)B4c2cccc4c5ccccc5n-3c24)cc1,MR_TADF_only,4,train
seed41_independent_panel,1,41,E00_133_00084,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc3c4c(c2)-n2c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)cc(c52)B4c2cc(C(C)(C)C)cc4c5cc(C(C)(C)C)ccc5n-3c24)cc1,MR_TADF_only,4,train
seed41_independent_panel,1,41,E00_133_00085,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc3c4c(c2)-n2c5ccccc5c5c6c7ccccc7n(-c7ccccc7)c6cc(c52)B4c2cc4c(c5ccccc5n4-c4ccccc4)c4c5ccccc5n-3c24)cc1,MR_TADF_only,2,train
seed41_independent_panel,1,41,E00_133_00086,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2cc3c4c(c2)-n2c5ccccc5c5cccc(c52)B4c2cccc4c5ccccc5n-3c24)cc1,MR_TADF_only,4,train
seed41_independent_panel,1,41,E00_133_00087,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c4c2c2ccccc2n4-c2cccc4c2B3c2cc(-c3ccccc3)cc3c5cc(-c6ccccc6)ccc5n-4c23)cc1,MR_TADF_only,3,test
seed41_independent_panel,1,41,E00_133_00088,CC(C)(C)c1ccc(N(c2ccc(C(C)(C)C)cc2)c2ccc3c4c2c2ccccc2n4-c2cccc4c2B3c2cc(C(C)(C)C)cc3c5cc(C(C)(C)C)ccc5n-4c23)cc1,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00089,CC(C)(C)c1ccc(N(c2ccc(S(=O)(=O)c3ccc(S(=O)(=O)c4ccc(N(c5ccc(C(C)(C)C)cc5)c5ccccc5C(C)(C)C)cc4)cc3)cc2)c2ccccc2C(C)(C)C)cc1,general_only,7,train
seed41_independent_panel,1,41,E00_133_00090,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4c2cc(-c2cc(N(c5ccccc5)c5ccccc5)cc(N(c5ccccc5)c5ccccc5)c2)cc4-n2c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc3c42)cc1,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00091,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4c2cc(-c2cc(Sc5ccccc5)cc(Sc5ccccc5)c2)cc4-n2c4ccc(C(C)(C)C)cc4c4cc(C(C)(C)C)cc3c42)cc1,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00092,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4-n4c5ccc(C(C)(C)C)cc5c(=O)c5ccc2c3c54)cc1,MR_TADF_only,5,train
seed41_independent_panel,1,41,E00_133_00093,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4N(c4ccc(C(C)(C)C)cc4)c4cc(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc2c43)cc1,MR_TADF_only,4,train
seed41_independent_panel,1,41,E00_133_00094,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4N(c4ccc(C(C)(C)C)cc4)c4cc(-c5cc6c7c(c5)Oc5ccccc5B7c5ccccc5O6)cc2c43)cc1,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00095,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4N(c4ccc(C(C)(C)C)cc4)c4cc(-c5cc6c7c(c5)Oc5ccccc5N7c5ccccc5O6)cc2c43)cc1,MR_TADF_only,4,train
seed41_independent_panel,1,41,E00_133_00096,CC(C)(C)c1ccc(N2c3ccc(C(C)(C)C)cc3B3c4cc(C(C)(C)C)ccc4N(c4ccc(C(C)(C)C)cc4)c4cc(-n5c6ccc(C(C)(C)C)cc6c6cc(C(C)(C)C)ccc65)cc2c43)cc1,general_only,4,test
seed41_independent_panel,1,41,E00_133_00097,CC(C)(C)c1ccc2c(c1)B1c3c(cccc3-n3c4ccccc4c4c3c1cc1c3ccccc3n(-c3ccccc3)c14)O2,MR_TADF_only,5,train
seed41_independent_panel,1,41,E00_133_00098,CC(C)(C)c1ccc2c(c1)C1(c3cc(C(C)(C)C)ccc3-2)c2cc3c4c5c2-n2c6c(cc(C(C)(C)C)cc6c6cc(C(C)(C)C)cc1c62)B5c1cc(C(C)(C)C)cc2c5cc(C(C)(C)C)cc(c5n-4c12)P3(=O)c1ccccc1,MR_TADF_only,3,test
seed41_independent_panel,1,41,E00_133_00099,CC(C)(C)c1ccc2c(c1)Sc1cc(C(C)(C)C)ccc1N2c1ccc2c(ccc3nc4ccc5cc(N6c7ccc(C(C)(C)C)cc7Sc7cc(C(C)(C)C)ccc76)ccc5c4nc32)c1,general_only,1,train
seed41_independent_panel,1,41,E00_133_00100,CC(C)(C)c1ccc2c(c1)[nH]c1c3[nH]c4cc(C(C)(C)C)ccc4c3c3nsnc3c21,general_only,5,train
seed41_independent_panel,1,41,E00_133_00101,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1c(-c2cc4c5ccccc5n5c6ccccc6c(c2)c45)cc(-c2cc4c5ccccc5n5c6ccccc6c(c2)c45)c2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,2,test
seed41_independent_panel,1,41,E00_133_00102,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2c(-c4ccccc4)nc(-c4ccccc4)nc2-c2ccccc2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00103,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2c(-n4c5ccccc5c5c6sc7ccccc7c6ccc54)cc(C#N)cc2-n2c4ccccc4c4c5sc6ccccc6c5ccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00104,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2c(-n4c5ccccc5c5ccc6c7ccccc7sc6c54)cc(C#N)cc2-n2c4ccccc4c4ccc5c6ccccc6sc5c42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00105,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2c(-n4c5ccccc5c5ccccc54)cccc2-n2c4ccccc4c4ccccc42)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00106,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(-c4ccccc4)cc(-c4ccccc4)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00107,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(-n4c5ccccc5c5ccccc54)cc(-n4c5ccccc5c5ccccc54)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
seed41_independent_panel,1,41,E00_133_00108,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2-c1cc(-c2cc(N(c4ccccc4)c4ccccc4)cc(N(c4ccccc4)c4ccccc4)c2)cc2c1B3c1cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n-2c13,MR_TADF_only,3,train
