canonical_structure_group_id,canonical_smiles,InChIKey,aliases,references,solvent,n_measurements,E00_mean,E00_median,E00_std,E00_min,E00_max,E00_range,primary_target,source_domain_status,generic_bemis_murcko_scaffold,bemis_murcko_scaffold,CzBN_domain_status,CzBN_substituent_family,CzBN_structural_cluster
E00_133_00596,CCOc1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,JNFQFGAPETZIFZ-OKWWDJPNSA-N,,DOI: 10.1021/jp064937j,toluene,1,2.625739481822313,2.625739481822313,0.0,2.625739481822313,2.625739481822313,0.0,2.625739481822313,general_only,C1CCC(CCCCCCC2CCCCC2)CC1,C(=C/C=C/c1ccccc1)\C=C\c1ccccc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00597,CC[N+]1=C(/C=C/c2cc3cc(C(C)(C)C)cc4ccc5cc(C(C)(C)C)cc2c5c43)C(C)(C)c2ccccc21,LREDAKURXCILCQ-ISLYRVAYSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.0852330151600227,2.0852330151600227,0.0,2.0852330151600227,2.0852330151600227,0.0,2.0852330151600227,general_only,C1CCC2CC(CCC3CC4CCCC5CCC6CCCC3C6C54)CC2C1,C(=C/c1cc2cccc3ccc4cccc1c4c32)\C1=[NH+]c2ccccc2C1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00598,CC[N+]1=C(/C=C/c2cc3ccc4cccc5ccc(c2)c3c45)C(C)(C)c2ccccc21,CBARZECCVZWAAK-SFQUDFHCSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.870431893687708,2.870431893687708,0.0,2.870431893687708,2.870431893687708,0.0,2.870431893687708,general_only,C1CCC2CC(CCC3CC4CCC5CCCC6CCC(C3)C4C56)CC2C1,C(=C/c1cc2ccc3cccc4ccc(c1)c2c34)\C1=[NH+]c2ccccc2C1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00599,CC[N+]1=C(/C=C/c2cc3cccc4ccc5cccc2c5c43)C(C)(C)c2ccccc21,KVOOETPIVICWMV-ISLYRVAYSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.540781721091081,2.540781721091081,0.0,2.540781721091081,2.540781721091081,0.0,2.540781721091081,general_only,C1CCC2CC(CCC3CC4CCCC5CCC6CCCC3C6C54)CC2C1,C(=C/c1cc2cccc3ccc4cccc1c4c32)\C1=[NH+]c2ccccc2C1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00600,CC[N+]1=C(/C=C/c2ccc3ccc4cccc5ccc2c3c45)C(C)(C)c2ccccc21,CUJXCNYUOYJWIE-HTXNQAPBSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.190049751243781,2.190049751243781,0.0,2.190049751243781,2.190049751243781,0.0,2.190049751243781,general_only,C1CCC2CC(CCC3CCC4CCC5CCCC6CCC3C4C56)CC2C1,C(=C/c1ccc2ccc3cccc4ccc1c2c34)\C1=[NH+]c2ccccc2C1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00601,CC[n+]1ccc(/C=C/c2cc3cccc4ccc5cccc2c5c43)cc1,IILXYIXJBCEODE-MDZDMXLPSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.4819314641744548,2.4819314641744548,0.0,2.4819314641744548,2.4819314641744548,0.0,2.4819314641744548,general_only,C1CCC(CCC2CC3CCCC4CCC5CCCC2C5C43)CC1,C(=C/c1cc2cccc3ccc4cccc1c4c32)\c1cc[nH+]cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00602,CC[n+]1ccc(/C=C/c2ccc3ccc4cccc5ccc2c3c45)cc1,ULGVFDGPNBJSMM-VOTSOKGWSA-N,,https://doi.org/10.1016/j.snb.2018.08.075,toluene,1,2.4164862241469427,2.4164862241469427,0.0,2.4164862241469427,2.4164862241469427,0.0,2.4164862241469427,general_only,C1CCC(CCC2CCC3CCC4CCCC5CCC2C3C45)CC1,C(=C/c1ccc2ccc3cccc4ccc1c2c34)\c1cc[nH+]cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00603,CCc1c(C)[nH]c(C2=[N+]3C(=C(C)c4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,GGZXAXJFRYQHLZ-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,1.9517523219814241,1.9517523219814241,0.0,1.9517523219814241,1.9517523219814241,0.0,1.9517523219814241,general_only,C1CC2CC3C4CCCCC4C(C4CCCC4)C3CC2C1,[BH2-]1n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00604,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,KWEIWHMMMAAIKI-KNTRCKAVSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,1.6651045421773611,1.6651045421773611,0.0,1.6651045421773611,1.6651045421773611,0.0,1.6651045421773611,general_only,C1CCC(CCC2CCC3CC4C5CCCCC5C(C5CCCC5)C4CC32)CC1,[BH2-]1n2c(ccc2/C=C/c2ccccc2)C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00605,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(C)n4[B-]3(F)F)c3ccccc32)c1C,WWSZZSBWCCWQEA-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,1.9272237196765498,1.9272237196765498,0.0,1.9272237196765498,1.9272237196765498,0.0,1.9272237196765498,general_only,C1CC2CC3C4CCCCC4C(C4CCCC4)C3CC2C1,[BH2-]1n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00606,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)c1C,WWOJAPBKVPSTLX-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,1.960916677917623,1.960916677917623,0.0,1.960916677917623,1.960916677917623,0.0,1.960916677917623,general_only,C1CC2CC3C4CCCCC4C(C4CCCC4)C3CC2C1,[BH2-]1n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00607,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2,ZZJKBKGMWWSYEH-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,1.9763779527559056,1.9763779527559056,0.0,1.9763779527559056,1.9763779527559056,0.0,1.9763779527559056,general_only,C1CC2CC3C4CCCCC4C(C4CCCC4)C3CC2C1,[BH2-]1n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00608,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(c3ccc[nH]3)c3ccccc3C1=C2C,AIXQPHQAMCYYGT-UHFFFAOYSA-N,,DOI: 10.1021/acs.joc.6b00414,toluene,1,2.0021893814997265,2.0021893814997265,0.0,2.0021893814997265,2.0021893814997265,0.0,2.0021893814997265,general_only,C1CC2CC3C4CCCCC4C(C4CCCC4)C3CC2C1,[BH2-]1n2cccc2C=C2c3ccccc3C(c3ccc[nH]3)=[N+]12,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00609,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,ZAQCIFXWTWKGBT-UHFFFAOYSA-N,,https://doi.org/10.1016/j.molstruc.2019.127032,toluene,1,3.3238977526162294,3.3238977526162294,0.0,3.3238977526162294,3.3238977526162294,0.0,3.3238977526162294,general_only,C1CCC(C2CCC(C3CCC(C4CCC(C5CCC(C6CCC(C7CCCCC7)C6)C5)CC4)C3)C2)CC1,c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccccc7)s6)o5)cc4)o3)s2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
E00_133_00610,CCc1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,LITJOYBYAZEUOZ-UHFFFAOYSA-N,,https://doi.org/10.1016/j.dyepig.2015.03.008,toluene,1,3.2937009865924614,3.2937009865924614,0.0,3.2937009865924614,3.2937009865924614,0.0,3.2937009865924614,general_only,C1CCC(C2CC(C3CCC(C4C5CCCCC5C5CCCCC54)CC3)CC(C3CCC(C4C5CCCCC5C5CCCCC54)CC3)C2)CC1,c1ccc(-c2nc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)cc(-c3ccc(-n4c5ccccc5c5ccccc54)cc3)n2)cc1,outside_MR_TADF,outside_CzBN_domain,outside_CzBN_domain
